sentence,labels
Usman ki shaadi 3-Jan ko hai.,B-PER O O B-DATE O O
Maryam Khan ki shaadi kal ko hai.,B-PER I-PER O O B-DATE O O
Sara ki shaadi 25 Dec ko hai.,B-PER O O B-DATE I-DATE O O
Imran ko USB phone pasand aaya.,B-PER O B-PRODUCT I-PRODUCT O O
Hamza apni dost ke sath Old Lahore jaegi.,B-PER O O O O B-LOC I-LOC O
Dr. Ahmed library me assignment likh rhi thi.,O O O O O O O O
Noor ne apna phone sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT O O O O O O O
Priya Sharma - Rawalpindi - aj,B-PER I-PER O B-LOC O O
Bilal Khan ne Priya Sharma ko camera gift kiya.,B-PER I-PER O B-PER I-PER O B-PRODUCT O O
Prof. Subhan fruit bana rhi hai.,O O O O O O
Fatima ne apna book repair karwaya.,B-PER O O B-PRODUCT O O
Priya ne kaha: 'Main 15-Aug ko wapas aaon ga.',B-PER O O O O O O O O
Kal Ayesha subha match me jaega.,O B-PER O B-EVENT O O
Kya tumne Prof. Subhan ka message dekha? woh Old Lahore me hain.,O O O O O O O O B-LOC I-LOC O O
Kya Ahmed ko pata hai ke Karachi me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
Aaj Ahmed ne project submit kiya.,O B-PER O O O O
"Phone: laptop, bought by Imran.",O B-PRODUCT O O B-PER
Subhan ki company HBL ke sath partnership sign kar rahi hai.,B-PER O O B-ORG O O O O O O O
Ahmed apni dost ke sath Gujranwala jaegi.,B-PER O O O O B-LOC O
Fatima aur Sajid aj market gaye thay.,B-PER O B-PER O O O O
Ayesha ne laptop kharida.,B-PER O B-PRODUCT O
Subha subha Khadija Old Lahore pohoncha; phir hotel check-in ki.,O O B-PER B-LOC I-LOC O O O O O
Fatima ne apni behn ke liye laptop kharida.,B-PER O O O O O B-PRODUCT O
Subha subha Hassan Gujranwala pohoncha; phir hotel check-in ki.,O O B-PER B-LOC O O O O O
Bilal Khan (jo Dr. hai) Sialkot se wapas aaega.,B-PER I-PER O O O B-LOC O O O
Kya tumne Priya Sharma ka message dekha? woh Peshawar me hain.,O O B-PER I-PER O O O O B-LOC O O
Mariam ki tabiyat theek nahi hai.,B-PER O O O O O
Noor Jahan ki company UBL ke sath partnership sign kar rahi hai.,B-PER I-PER O O B-ORG O O O O O O O
Khadija ne Priya ko birthday wish ki.,B-PER O B-PER O O O O
Ayesha ne online laptop order kiya aur delivery pending hai.,B-PER O O B-PRODUCT O O O O O O
"Bilal aur unki team ne annual function organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT I-EVENT O O O O O O
Fatima ki shaadi 25 Dec ko hai.,B-PER O O B-DATE I-DATE O O
Kal Usman subha conference me jaega.,O B-PER O B-EVENT O O
Khadija - Islamabad - aj,B-PER O B-LOC O O
Khadija ki meeting 25-December ko UBL me scheduled hai.,B-PER O O B-DATE O B-ORG O O O
Kya Ahmed ko pata hai ke Gujranwala me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
Mariam ki shaadi subha ko hai.,B-PER O O B-DATE O O
"Sajid ka address: House No. 5, Old Lahore.",B-PER O O O O O O O
"Noor Jahan aur unki team ne open house organize kiya, jisme staff shamil thay.",B-PER I-PER O O O O B-EVENT I-EVENT O O O O O O
Subhan se Peshawar jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
Imran kal 25 Dec ko seminar attend karega.,B-PER O B-DATE I-DATE O B-EVENT O O
"Bilal Khan aur unki team ne meeting organize kiya, jisme staff shamil thay.",B-PER I-PER O O O O B-EVENT O O O O O O
Sajid ki shaadi 3-Jan ko hai.,B-PER O O B-DATE O O
Sajid se wapas North Karachi jaegi aur jakr parhai kregi.,B-PER O O B-LOC I-LOC O O O O O
Kya Sajid ko pata hai ke Pindi Cantt me exam cancel hogaya?,O B-PER O O O O B-LOC I-LOC O O O O
Sana ne Dr. Ahmed ko birthday wish ki.,B-PER O O O O O O O
Mariam ki meeting aaj ko College me scheduled hai.,B-PER O O B-DATE O B-ORG O O O
Mobilink ka CEO Imran hai aur woh aaj press conference karenge.,B-ORG O O B-PER O O O O O B-EVENT O
"Usman aur unki team ne festival organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Sajid ne book ghar bheja.,B-PER O B-PRODUCT O O
Ayesha aur Noor aj market gaye thay.,B-PER O B-PER O O O O
Subha subha Priya Old Lahore pohoncha; phir hotel check-in ki.,O B-DATE B-PER B-LOC I-LOC O O O O O
Ayesha se North Karachi jaegi aur jakr parhai kregi.,B-PER O B-LOC I-LOC O O O O O
Maryam Khan ne apna tablet repair karwaya.,B-PER I-PER O O B-PRODUCT O O
Prof. Subhan kal 15 Aug ko seminar attend karega.,O O O B-DATE I-DATE O B-EVENT O O
Sindh Education Board ka CEO Bilal hai aur woh aaj press conference karenge.,B-ORG I-ORG I-ORG O O B-PER O O O O O O O
Sana ne Subhan ko birthday wish ki.,B-PER O B-PER O O O O
Noor Jahan aur Khadija aj shopping mall gaye.,B-PER I-PER O B-PER O O O O
Priya ne Noor Jahan ko birthday wish ki.,B-PER O B-PER I-PER O O O O
Subhan se wapas Islamabad se wapas aa rha tha.,B-PER O O B-LOC O O O O O
Kal Farah subha conference me jaega.,O B-PER O B-EVENT O O
Dr. Ahmed ki company Bank of Punjab ke sath partnership sign kar rahi hai.,O O O O B-ORG I-ORG I-ORG O O O O O O O
Farah ne online motorcycle order kiya aur delivery pending hai.,B-PER O O B-PRODUCT O O O O O O
Khadija aur Zain aj market gaye thay.,B-PER O B-PER O O O O
"Ali aur unki team ne conference organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Subhan kal Rawalpindi me match dekhne jaega.,B-PER O B-LOC O O O O
Mariam ki meeting 3-Jan ko Mobilink me scheduled hai.,B-PER O O B-DATE O B-ORG O O O
Zain ne apna motorcycle sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT O O O O O O O
ARYNews ka CEO Imran hai aur woh aaj press conference karenge.,B-ORG O O B-PER O O O O O O O
"Phone: car, bought by Maria.",O B-PRODUCT O O B-PER
Kal Priya Sharma subha meeting me jaega.,O B-PER I-PER O B-EVENT O O
Ayesha ne Imran ko birthday wish ki.,B-PER O B-PER O O O O
Priya Sharma ne apni behn ke liye USB phone kharida.,B-PER I-PER O O O O O B-PRODUCT I-PRODUCT O
Noor Jahan ne phone ghar bheja.,B-PER I-PER O B-PRODUCT O O
Bilal ne online USB phone order kiya aur delivery pending hai.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O
UBL ka CEO Maryam Khan hai aur woh aaj press conference karenge.,B-ORG O O B-PER I-PER O O O O O O O
Subha subha Ali Karachi pohoncha; phir hotel check-in ki.,O O B-PER B-LOC O O O O O
Noor ne apna book sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT O O O O O O O
Noor Jahan ne festival attend kiya.,B-PER I-PER O B-EVENT O O
Noor Jahan ne kal Peshawar se call ki.,B-PER I-PER O O B-LOC O O O
Priya Sharma se wapas Islamabad Sector G-8 jaegi aur jakr parhai kregi.,B-PER I-PER O O B-LOC I-LOC I-LOC O O O O O
Zain ne apna USB phone sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O O
Hamza library me assignment likh rhi thi.,B-PER O O O O O O
Noor Jahan se Rawalpindi se wapas aa rha tha.,B-PER I-PER O B-LOC O O O O O
Ali ki meeting 15 Aug ko HBL me scheduled hai.,B-PER O O B-DATE I-DATE O B-ORG O O O
Subhan aur Sana aj market gaye thay.,B-PER O B-PER O O O O
Usman kal North Karachi me match dekhne jaega.,B-PER O B-LOC I-LOC O O O O
Prof. Subhan ne Mariam ko car gift kiya.,O O O B-PER O B-PRODUCT O O
Hassan - Rawalpindi - aj,B-PER O B-LOC O O
Khadija ne apni behn ke liye phone kharida.,B-PER O O O O O B-PRODUCT O
Usman ki meeting subha ko Sindh Education Board me scheduled hai.,B-PER O O B-DATE O B-ORG I-ORG I-ORG O O O
Noor Jahan ne iPhone 12 kharida.,B-PER I-PER O B-PRODUCT I-PRODUCT O
Maria ne kal Multan se call ki.,B-PER O O B-LOC O O O
Farah ne hackathon attend kiya.,B-PER O B-EVENT O O
Ahmed ne apni behn ke liye electric scooter kharida.,B-PER O O O O O B-PRODUCT I-PRODUCT O
Maria se Islamabad travel kar rhi hai.,B-PER O B-LOC O O O O
Kya Ayesha ko pata hai ke Islamabad Sector G-8 me exam cancel hogaya?,O B-PER O O O O B-LOC I-LOC I-LOC O O O O
Ali ne online laptop order kiya aur delivery pending hai.,B-PER O O B-PRODUCT O O O O O O
"Sana ka address: House No. 5, Old Lahore.",B-PER O O O O O O O
Sara apni dost ke sath Sialkot jaegi.,B-PER O O O O B-LOC O
Fatima ne kal Quetta se call ki.,B-PER O O B-LOC O O O
Mariam se Pindi Cantt travel kar rhi hai.,B-PER O B-LOC I-LOC O O O O
Ali ne laptop ghar bheja.,B-PER O B-PRODUCT O O
ARYNews ka office Rawalpindi me hai.,B-ORG O O B-LOC O O
Kal Noor subha open house me jaega.,O B-PER O B-EVENT I-EVENT O O
Mariam kal 3-January ko annual function attend karega.,B-PER O B-DATE O B-EVENT I-EVENT O O
Subha subha Imran Old Lahore pohoncha; phir hotel check-in ki.,O O B-PER B-LOC I-LOC O O O O O
Kya Imran ko pata hai ke Sialkot me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
Kal Ali subha annual function me jaega.,O B-PER O B-EVENT I-EVENT O O
Zain apni dost ke sath Rawalpindi jaegi.,B-PER O O O O B-LOC O
Ali Khan aur Farah aj market gaye thay.,B-PER I-PER O B-PER O O O O
Mariam ne online camera order kiya aur delivery pending hai.,B-PER O O B-PRODUCT O O O O O O
Imran ki company Bank ke sath partnership sign kar rahi hai.,B-PER O O B-ORG O O O O O O O
Ayesha ne Ali ko phone gift kiya.,B-PER O B-PER O B-PRODUCT O O
Kya tumne Ahmed ka message dekha? woh Peshawar me hain.,O O B-PER O O O O B-LOC O O
Maria aur Noor Jahan aj market gaye thay.,B-PER O B-PER I-PER O O O O
Maryam Khan apni dost ke sath Sialkot jaegi.,B-PER I-PER O O O O B-LOC O
Noor ko laptop pasand aaya.,B-PER O B-PRODUCT O O
Farah apni dost ke sath Islamabad jaegi.,B-PER O O O O B-LOC O
Ali Khan aur Hamza aj shopping mall gaye.,B-PER I-PER O B-PER O O O O
Maryam Khan ki meeting kal ko UBL me scheduled hai.,B-PER I-PER O O B-DATE O B-ORG O O O
Bilal ko iPhone 12 pasand aaya.,B-PER O B-PRODUCT I-PRODUCT O O
Kya Hassan ko pata hai ke Gujranwala me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
UBL ka office Old Lahore me hai.,B-ORG O O B-LOC I-LOC O O
Dr. Ahmed school ki meeting me shamil tha.,O O O O O O O O
Usman aj PTCL me kaam krta hai.,B-PER O B-ORG O O O O
Bilal Khan ne apna tablet repair karwaya.,B-PER I-PER O O B-PRODUCT O O
Bilal aur Priya Sharma aj shopping mall gaye.,B-PER O B-PER I-PER O O O O
Farah ne apni behn ke liye laptop kharida.,B-PER O O O O O B-PRODUCT O
Kya tumne Hamza ka message dekha? woh Pindi Cantt me hain.,O O B-PER O O O O B-LOC I-LOC O O
Bilal ne Ayesha ko birthday wish ki.,B-PER O B-PER O O O O
Kya Bilal Khan ko pata hai ke Karachi me exam cancel hogaya?,O B-PER I-PER O O O O B-LOC O O O O
Hospital ka CEO Bilal hai aur woh aaj press conference karenge.,B-ORG O O B-PER O O O O O O O
Ayesha aur Sajid aj market gaye thay.,B-PER O B-PER O O O O
Hassan ne electric scooter ghar bheja.,B-PER O B-PRODUCT I-PRODUCT O O
Ahmed ne apna electric scooter repair karwaya.,B-PER O O B-PRODUCT I-PRODUCT O O
Bilal Khan se Sialkot jaegi aur jakr parhai kregi.,B-PER I-PER O B-LOC O O O O O
Zain aur Noor aj market gaye thay.,B-PER O B-PER O O O O
Sajid ne kaha: 'Main 15-Aug ko wapas aaon ga.',B-PER O O O B-DATE O O O O
Priya Sharma ko laptop pasand aaya.,B-PER I-PER O B-PRODUCT O O
Noor (jo Dr. hai) Rawalpindi se wapas aaega.,B-PER O O O B-LOC O O O
"Mariam aur unki team ne festival organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Ayesha aur Ali aj shopping mall gaye.,B-PER O B-PER O O O O
Maryam Khan ki meeting sham ko UBL me scheduled hai.,B-PER I-PER O O B-DATE O B-ORG O O O
Ali Khan library me assignment likh rhi thi.,B-PER I-PER O O O O O O
Ahmed ne apna tablet sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT O O O O O O O
Karachi Press ka CEO Usman hai aur woh aaj press conference karenge.,B-ORG I-ORG O O B-PER O O O O O O O
Zain ne USB phone kharida.,B-PER O B-PRODUCT I-PRODUCT O
Sana se Lahore travel kar rhi hai.,B-PER O B-LOC O O O O
Sara ne apna car repair karwaya.,B-PER O O B-PRODUCT O O
Priya aur Bilal Khan aj shopping mall gaye.,B-PER O B-PER I-PER O O O O
Fatima se Peshawar jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
Prof. Subhan se Multan jaegi aur jakr parhai kregi.,O O O B-LOC O O O O O
Kya Prof. Subhan ko pata hai ke Gujranwala me exam cancel hogaya?,O O O O O O O B-LOC O O O O
Priya Sharma (jo Dr. hai) Karachi se wapas aaega.,B-PER I-PER O O O B-LOC O O O
Bank of Punjab ka CEO Fatima hai aur woh aaj press conference karenge.,B-ORG I-ORG I-ORG O O B-PER O O O O O O O
Kya Ali Khan ko pata hai ke Islamabad me exam cancel hogaya?,O B-PER I-PER O O O O B-LOC O O O O
"Usman aur unki team ne match organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Sara ne apna USB phone repair karwaya.,B-PER O O B-PRODUCT I-PRODUCT O O
Hamza kal Peshawar me match dekhne jaega.,B-PER O B-LOC O O O O
Noor ne Khadija ko second-hand laptop gift kiya.,B-PER O B-PER O B-PRODUCT I-PRODUCT O O
Hassan ne apna car repair karwaya.,B-PER O O B-PRODUCT O O
Noor library me assignment likh rhi thi.,B-PER O O O O O O
Noor Jahan ko electric scooter pasand aaya.,B-PER I-PER O B-PRODUCT I-PRODUCT O O
Priya Sharma se wapas Quetta se wapas aa rha tha.,B-PER I-PER O O B-LOC O O O O O
Priya ne camera ghar bheja.,B-PER O B-PRODUCT O O
"Phone: laptop, bought by Zain.",O B-PRODUCT O O B-PER
Ahmed ne kal Sialkot se call ki.,B-PER O B-DATE B-LOC O O O
Subha subha Mariam Pindi Cantt pohoncha; phir hotel check-in ki.,O O B-PER B-LOC I-LOC O O O O O
Usman aur Ahmed aj market gaye thay.,B-PER O B-PER O O O O
Priya ne laptop kharida.,B-PER O B-PRODUCT O
Ahmed ne apna USB phone repair karwaya.,B-PER O O B-PRODUCT I-PRODUCT O O
Sajid aur Zain aj shopping mall gaye.,B-PER O B-PER O O O O
Mariam ki tabiyat theek? kal check karwalo.,B-PER O O O O O O
Sana ne apna USB phone sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O O
Maryam Khan kal 15 Aug ko meeting attend karega.,B-PER I-PER O B-DATE I-DATE O B-EVENT O O
Priya Sharma se Peshawar jaegi aur jakr parhai kregi.,B-PER I-PER O B-LOC O O O O O
Dr. Ahmed aur Usman aj shopping mall gaye.,O O O B-PER O O O O
Karachi Press ka CEO Prof. Subhan hai aur woh aaj press conference karenge.,B-ORG I-ORG O O O O O O O O O O O
Kya tumne Maria ka message dekha? woh Quetta me hain.,O O B-PER O O O O B-LOC O O
Mariam kal parso ko meeting attend karega.,B-PER O B-DATE O B-EVENT O O
Noor kal Islamabad Sector G-8 me match dekhne jaega.,B-PER O B-LOC I-LOC I-LOC O O O O
Subhan ne College me job start ki.,O O B-ORG O O O O
Hassan ko camera pasand aaya.,B-PER O B-PRODUCT O O
Maryam Khan ne Priya Sharma ko phone gift kiya.,B-PER I-PER O B-PER I-PER O B-PRODUCT O O
Subhan ne sports day attend kiya.,B-PER O B-EVENT I-EVENT O O
Dr. Ahmed aur Prof. Subhan aj market gaye thay.,O O O O O O O O O
Kal Noor subha sports day me jaega.,O B-PER O B-EVENT I-EVENT O O
Mariam ki meeting parso ko HBL me scheduled hai.,B-PER O O B-DATE O B-ORG O O O
Kya Mariam ko pata hai ke Old Lahore me exam cancel hogaya?,O B-PER O O O O B-LOC I-LOC O O O O
Dr. Ahmed apni dost ke sath Gujranwala jaegi.,O O O O O O B-LOC O
Khadija se Karachi jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
Usman se Faisalabad travel kar rhi hai.,B-PER O B-LOC O O O O
Hassan se wapas Faisalabad jaegi aur jakr parhai kregi.,B-PER O O B-LOC O O O O O
Prof. Subhan school ki meeting me shamil tha.,O O O O O O O O
Zain ki tabiyat theek nahi hai.,B-PER O O O O O
Sara se Multan jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
Sara ne wedding attend kiya.,B-PER O B-EVENT O O
Ali Khan ki company Karachi Press ke sath partnership sign kar rahi hai.,B-PER I-PER O O B-ORG I-ORG O O O O O O O
Hamza ne apna book repair karwaya.,B-PER O O B-PRODUCT O O
Fatima aj National University me kaam krta hai.,B-PER O B-ORG I-ORG O O O O
Kya tumne Priya ka message dekha? woh Quetta me hain.,O O B-PER O O O O B-LOC O O
Kal Noor subha conference me jaega.,O B-PER O B-EVENT O O
Kya tumne Zain ka message dekha? woh Karachi me hain.,O O B-PER O O O O B-LOC O O
Farah ki shaadi 15-Aug ko hai.,B-PER O O B-DATE O O
Bank of Punjab ka CEO Ali Khan hai aur woh aaj press conference karenge.,B-ORG I-ORG I-ORG O O B-PER I-PER O O O O O O O
Dr. Ahmed ne kal Old Lahore se call ki.,O O O O B-LOC I-LOC O O O
Bilal Khan ko car pasand aaya.,B-PER I-PER O B-PRODUCT O O
Karachi Press ka CEO Hassan hai aur woh aaj press conference karenge.,B-ORG I-ORG O O B-PER O O O O O O O
Usman ki meeting 3-January ko PTCL me scheduled hai.,B-PER O O B-DATE O B-ORG O O O
"Ali aur unki team ne match organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Hamza ne Ahmed ko birthday wish ki.,B-PER O B-PER O O O O
Ali se Pindi Cantt se wapas aa rha tha.,B-PER O B-LOC I-LOC O O O O O
City Hospital ka office Gujranwala me hai.,B-ORG I-ORG O O B-LOC O O
Noor Jahan ne Dr. Ahmed ko book gift kiya.,B-PER I-PER O O O O B-PRODUCT O O
"Farah aur unki team ne final exam organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT I-EVENT O O O O O O
Sana kal Faisalabad me match dekhne jaega.,B-PER B-DATE B-LOC O O O O
Khadija se Gujranwala se wapas aa rha tha.,B-PER O B-LOC O O O O O
ARYNews ka CEO Priya Sharma hai aur woh aaj press conference karenge.,B-ORG O O B-PER I-PER O O O O O O O
Imran ki tabiyat theek? kal check karwalo.,B-PER O O O O O O
Priya apni dost ke sath Old Lahore jaegi.,B-PER O O O O B-LOC I-LOC O
"Sajid aur unki team ne match organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Farah ki company Careem ke sath partnership sign kar rahi hai.,B-PER O O B-ORG O O O O O O O
Kya Ayesha ko pata hai ke Islamabad me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
Subha subha Maryam Khan Peshawar pohoncha; phir hotel check-in ki.,O O B-PER I-PER B-LOC O O O O O
Bilal ki meeting aaj ko Bank me scheduled hai.,B-PER O B-EVENT B-DATE O B-ORG O O O
Prof. Subhan university me khana kha rha tha.,O O O O O O O O
Bank ka CEO Bilal Khan hai aur woh aaj press conference karenge.,B-ORG O O B-PER I-PER O O O O O O O
Prof. Subhan ki meeting 15-Aug ko Karachi Press me scheduled hai.,O O O O B-DATE O B-ORG I-ORG O O O
Imran ki meeting kal ko City Hospital me scheduled hai.,B-PER O O B-DATE O B-ORG I-ORG O O O
Bank of Punjab ka office North Karachi me hai.,B-ORG I-ORG I-ORG O O B-LOC I-LOC O O
Khadija kal 25 Dec ko hackathon attend karega.,B-PER O B-DATE I-DATE O B-EVENT O O
Usman aur Farah aj shopping mall gaye.,B-PER O B-PER O O O O
Sana ne apni behn ke liye iPhone 12 kharida.,B-PER O O O O O B-PRODUCT I-PRODUCT O
Farah library me assignment likh rhi thi.,B-PER O O O O O O
Khadija ki meeting 25 Dec ko University me scheduled hai.,B-PER O O B-DATE I-DATE O B-ORG O O O
Bilal ne apna car sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT O O O O O O O
Subha subha Hamza Islamabad pohoncha; phir hotel check-in ki.,O B-DATE B-PER B-LOC O O O O O
Prof. Subhan ki tabiyat theek nahi hai.,O B-PER O O O O O
Noor se Pindi Cantt se wapas aa rha tha.,B-PER O B-LOC I-LOC O O O O O
Ahmed aur Sana aj market gaye thay.,B-PER O B-PER O O O O
Noor Jahan ne Maria ko birthday wish ki.,B-PER I-PER O B-PER O O O O
Ahmed se wapas Karachi se wapas aa rha tha.,B-PER O O B-LOC O O O O O
Hassan apni dost ke sath Quetta jaegi.,B-PER O O O O B-LOC O
Subha subha Ahmed Sialkot pohoncha; phir hotel check-in ki.,O O B-PER B-LOC O O O O O
Bilal ne online phone order kiya aur delivery pending hai.,B-PER O O B-PRODUCT O O O O O O
Hassan se wapas Peshawar jaegi aur jakr parhai kregi.,B-PER O O B-LOC O O O O O
Ahmed - Sialkot - aj,B-PER O B-LOC O O
Sajid (jo Dr. hai) Gujranwala se wapas aaega.,B-PER O O O B-LOC O O O
Sajid kal aaj ko wedding attend karega.,B-PER O B-DATE O B-EVENT O O
Mariam ne apna phone sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT O O O O O O O
Sara kal Islamabad Sector G-8 me match dekhne jaega.,B-PER O B-LOC I-LOC I-LOC O O O O
Maria ne Hassan ko second-hand laptop gift kiya.,B-PER O B-PER O B-PRODUCT I-PRODUCT O O
Imran ne Sana ko camera gift kiya.,B-PER O B-PER O B-PRODUCT O O
Priya Sharma ne kaha: 'Main 15-Aug ko wapas aaon ga.',B-PER I-PER O O O B-DATE O O O O
Prof. Subhan - Quetta - aj,O O O B-LOC O O
Bilal Khan - Multan - aj,B-PER I-PER O B-LOC O O
Ali ki shaadi 25 Dec ko hai.,B-PER O O B-DATE I-DATE O O
Usman aur Prof. Subhan aj shopping mall gaye.,B-PER O O O O O O O
Hassan ne Ali ko birthday wish ki.,B-PER O B-PER O O O O
Sana ne iPhone 12 kharida.,B-PER O B-PRODUCT I-PRODUCT O
Ali Khan aur Bilal aj shopping mall gaye.,B-PER I-PER O B-PER O O O O
Kya Ayesha ko pata hai ke Sialkot me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
Priya ko second-hand laptop pasand aaya.,B-PER O B-PRODUCT I-PRODUCT O O
Hassan ne apna phone sell kar diya aur naya phone liya.,B-PER O O B-PRODUCT O O O O O O O
Zain ne online USB phone order kiya aur delivery pending hai.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O
Hamza se North Karachi jaegi aur jakr parhai kregi.,B-PER O B-LOC I-LOC O O O O O
Kya Noor ko pata hai ke Karachi me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
Kal Mariam subha conference me jaega.,O B-PER O B-EVENT O O
Sana - Islamabad Sector G-8 - aj,B-PER O B-LOC I-LOC I-LOC O O
Sara - Gujranwala - aj,B-PER O B-LOC O O
Careem ka CEO Zain hai aur woh aaj press conference karenge.,B-ORG O O B-PER O O O B-DATE O O O
Ali ne Ahmed ko phone gift kiya.,B-PER O B-PER O B-PRODUCT O O
Khadija library me assignment likh rhi thi.,B-PER O O O O O O
Kya tumne Sajid ka message dekha? woh Lahore me hain.,O O B-PER O O O O B-LOC O O
Maria kal subha ko seminar attend karega.,B-PER O B-DATE O B-EVENT O O
Maria ki company City Hospital ke sath partnership sign kar rahi hai.,B-PER O O B-ORG I-ORG O O O O O O O
Usman ne Mariam ko camera gift kiya.,B-PER O B-PER O B-PRODUCT O O
City Hospital ka CEO Maryam Khan hai aur woh aaj press conference karenge.,B-ORG I-ORG O O B-PER I-PER O O O O O O O
Hassan ki tabiyat theek? kal check karwalo.,B-PER O O O O O O
Priya Sharma ki meeting 15-Aug ko Hospital me scheduled hai.,B-PER I-PER O O B-DATE O B-ORG O O O
Khadija ki company Hospital ke sath partnership sign kar rahi hai.,B-PER O O B-ORG O O O O O O O
Bank ka CEO Hamza hai aur woh aaj press conference karenge.,B-ORG O O B-PER O O O O O O O
Maria kal Rawalpindi me match dekhne jaega.,B-PER O B-LOC O O O O
Mariam ne annual function attend kiya.,B-PER O B-EVENT I-EVENT O O
Dr. Ahmed aur Mariam aj shopping mall gaye.,O O O B-PER O O O O
"Bilal Khan ka address: House Nu. 5, Old Lahore.",B-PER I-PER O O O O O O O
Maria kal North Karachi me match dekhne jaega.,B-PER O B-LOC I-LOC O O O O
Ali se Multan se wapas aa rha tha.,B-PER O B-LOC O O O O O
Priya Sharma (jo Dr. hai) Old Lahore se wapas aaega.,B-PER I-PER O O O B-LOC I-LOC O O O
"Phone: electric scooter, bought by Bilal Khan.",O B-PRODUCT I-PRODUCT O O B-PER I-PER
Bank (North Branch) ne notice issue ki.,B-ORG O O O O O O
Hassan ne Sajid ko birthday wish ki.,B-PER O B-PER O O O O
"Ayesha aur unki team ne meeting organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Sara aur Noor aj shopping mall gaye.,B-PER O B-PER O O O O
Khadija ne Hassan ko tablet gift kiya.,B-PER O B-PER O B-PRODUCT O O
Priya Sharma ne Prof. Subhan ko second-hand laptop gift kiya.,B-PER I-PER O O O O B-PRODUCT I-PRODUCT O O
"Phone: laptop, bought by Sajid.",O B-PRODUCT O O B-PER
Dr. Ahmed ne second-hand laptop kharida.,O O O B-PRODUCT I-PRODUCT O
"Phone: phone, bought by Prof. Subhan.",O B-PRODUCT O O O O
Priya kal 15-Aug ko seminar attend karega.,B-PER O B-DATE O B-EVENT O O
"Phone: phone, bought by Farah.",O B-PRODUCT O O B-PER
Hamza aur Ali Khan aj shopping mall gaye.,B-PER O B-PER I-PER O O O O
Imran kal Quetta me match dekhne jaega.,B-PER O B-LOC O O O O
Farah aur Sara aj market gaye thay.,B-PER O B-PER O O O O
Imran aur Dr. Ahmed aj market gaye thay.,B-PER O O O O O O O
Ahmed ne online tablet order kiya aur delivery pending hai.,B-PER O O B-PRODUCT O O O O O O
College ka CEO Zain hai aur woh aaj press conference karenge.,B-ORG O O B-PER O O O O O O O
"Sara aur unki team ne concert organize kiya, jisme staff shamil thay.",B-PER O O O O B-EVENT O O O O O O
Fatima ne online motorcycle order kiya aur delivery pending hai.,B-PER O O B-PRODUCT O O O O O O
Noor ne book kharida.,B-PER O B-PRODUCT O
"Phone: electric scooter, bought by Priya Sharma.",O B-PRODUCT I-PRODUCT O O B-PER I-PER
Kal Subhan subha conference me jaaega.,O B-PER O B-EVENT O O
Farah se Pindi Cantt travel kar rhi hai.,B-PER O B-LOC I-LOC O O O O
Ali Khan se North Karachi jaegi aur jakr parhai kregi.,B-PER I-PER O B-LOC I-LOC O O O O O
Zain se Karachi jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
Kya Mariam ko pata hai ke Lahore me exam cancel hogaya?,O B-PER O O O O B-LOC O O O O
Dr. Ahmed ne apni behn ke liye car kharida.,O O O O O O O B-PRODUCT O
Usman ki shaadi kal ko hai.,B-PER O O B-DATE O O
Bilal se Quetta se wapas aa rha tha.,B-PER O B-LOC O O O O O
Karachi Press ka office Old Lahore me hai.,B-ORG I-ORG O O B-LOC I-LOC O O
